user_id,recipe_id,recipe_title
1,15548,Udang tahu asam manis
1,15548,Udang tahu asam manis
1,3259,Tempe Kemangi BuRis Enaak
1,3259,Tempe Kemangi BuRis Enaak
1,3259,Tempe Kemangi BuRis Enaak
1,3674,Balado Tempe  Pete
1,3674,Balado Tempe  Pete
1,3674,Balado Tempe  Pete
1,3674,Balado Tempe  Pete
1,3745,Tahu tempe goreng
1,3745,Tahu tempe goreng
1,3745,Tahu tempe goreng
1,5576,Sate Sapi Goreng
1,6370,Sate Kambing Maranggi Sambel DabuDabu KitaBerbagi
1,6370,Sate Kambing Maranggi Sambel DabuDabu KitaBerbagi
1,7075,Tongseng kambing tanpa santan
1,8426,Pindang Tongkol Kuah Segar
1,8426,Pindang Tongkol Kuah Segar
1,8426,Pindang Tongkol Kuah Segar
1,8426,Pindang Tongkol Kuah Segar
1,8836,Ikan Nila Panggang
1,8836,Ikan Nila Panggang
1,8836,Ikan Nila Panggang
1,9436,Patin fillet goreng crispy
1,9436,Patin fillet goreng crispy
1,10325,Sosis Udang Simpel
1,13014,Telur dadar gulung
1,13014,Telur dadar gulung
1,15036,Tahu pedas jeletot
1,15036,Tahu pedas jeletot
1,15036,Tahu pedas jeletot
1,15036,Tahu pedas jeletot
1,15036,Tahu pedas jeletot
1,154,Ayam Asam Manis
1,154,Ayam Asam Manis
1,154,Ayam Asam Manis
1,154,Ayam Asam Manis
1,154,Ayam Asam Manis
1,2841,Mendol Tempe Semangit pedasgurih
1,2841,Mendol Tempe Semangit pedasgurih
1,2841,Mendol Tempe Semangit pedasgurih
1,2841,Mendol Tempe Semangit pedasgurih
1,3605,Orek Tempe Teri Medan
1,3605,Orek Tempe Teri Medan
1,3605,Orek Tempe Teri Medan
1,3605,Orek Tempe Teri Medan
1,3605,Orek Tempe Teri Medan
1,6093,Tongseng Daging Kambing
1,6093,Tongseng Daging Kambing
1,7046,Kambing Asam Manis
1,7046,Kambing Asam Manis
1,7046,Kambing Asam Manis
1,9835,Sambal Gami Udang
1,9835,Sambal Gami Udang
1,9835,Sambal Gami Udang
1,10240,Tumis udang pete endes
1,10240,Tumis udang pete endes
1,10240,Tumis udang pete endes
1,10240,Tumis udang pete endes
1,10240,Tumis udang pete endes
1,10648,Tempe Udang Cabe Ijo
1,10648,Tempe Udang Cabe Ijo
1,10648,Tempe Udang Cabe Ijo
1,10657,Kangkung Udang Saos Tiram Express
1,10657,Kangkung Udang Saos Tiram Express
1,12030,Telur ceplok asam manis
1,12030,Telur ceplok asam manis
1,12030,Telur ceplok asam manis
1,12030,Telur ceplok asam manis
1,12030,Telur ceplok asam manis
1,13075,Century Egg Salad
1,13075,Century Egg Salad
1,13075,Century Egg Salad
1,13075,Century Egg Salad
1,1319,Bakwan Ayam Goreng Crispy
1,1319,Bakwan Ayam Goreng Crispy
1,1319,Bakwan Ayam Goreng Crispy
1,1319,Bakwan Ayam Goreng Crispy
1,1319,Bakwan Ayam Goreng Crispy
1,7574,Tongseng Pacitan
1,7574,Tongseng Pacitan
1,7574,Tongseng Pacitan
1,7574,Tongseng Pacitan
1,7574,Tongseng Pacitan
1,7972,Mujair nyatnyat khas Bali
1,7972,Mujair nyatnyat khas Bali
1,7972,Mujair nyatnyat khas Bali
1,14398,Pepes Tahu Kemangi
1,14398,Pepes Tahu Kemangi
1,687,Ungkepan ayam bakar kecap
1,687,Ungkepan ayam bakar kecap
1,687,Ungkepan ayam bakar kecap
1,1291,Chicken fire
1,1291,Chicken fire
1,1291,Chicken fire
1,1291,Chicken fire
1,1291,Chicken fire
1,1945,Tempe  Tahu Bacem
1,1945,Tempe  Tahu Bacem
1,1945,Tempe  Tahu Bacem
1,1945,Tempe  Tahu Bacem
1,5245,Tumis sapi cabe ijo
1,5245,Tumis sapi cabe ijo
1,5245,Tumis sapi cabe ijo
1,5875,Tongseng kambing
1,5875,Tongseng kambing
1,5875,Tongseng kambing
1,6869,Sate Kambing
1,6869,Sate Kambing
1,6869,Sate Kambing
1,7340,Gulai kambing bumbu jawa enyaakkkkk
1,7340,Gulai kambing bumbu jawa enyaakkkkk
1,7340,Gulai kambing bumbu jawa enyaakkkkk
1,8969,Spaghetti la Fonte hot tuna with cheese
1,8969,Spaghetti la Fonte hot tuna with cheese
1,8969,Spaghetti la Fonte hot tuna with cheese
1,9829,Udang saos tiram asam manis
1,9829,Udang saos tiram asam manis
1,10056,Nasi Goreng Udang
1,10056,Nasi Goreng Udang
1,10056,Nasi Goreng Udang
1,26,Tongseng ayam
1,26,Tongseng ayam
1,26,Tongseng ayam
1,1890,Ayam Goreng Kecap Maknyuss
1,2505,Tumis Labu siam  Tempe
1,2505,Tumis Labu siam  Tempe
1,2532,Orek Tempe Basah Bumbu Ulek
1,2532,Orek Tempe Basah Bumbu Ulek
1,2532,Orek Tempe Basah Bumbu Ulek
1,2532,Orek Tempe Basah Bumbu Ulek
1,4517,Brokoli cah sapi yakiniku
1,5853,Sop sayuran dan daging sapi
1,7030,Garang asem kambing 
1,7030,Garang asem kambing 
1,9081,Gurameh Fillet Goreng Garing
1,9081,Gurameh Fillet Goreng Garing
1,9116,Cakalang Pelangi
1,9116,Cakalang Pelangi
1,9116,Cakalang Pelangi
1,9116,Cakalang Pelangi
1,9116,Cakalang Pelangi
1,9828,Udang Crispy Saos Kerang
1,9828,Udang Crispy Saos Kerang
1,11197,Udang Tofu Blackpaper
1,11197,Udang Tofu Blackpaper
1,11197,Udang Tofu Blackpaper
1,11197,Udang Tofu Blackpaper
1,11550,Udang balado
1,11550,Udang balado
1,11550,Udang balado
1,11704,Semur kentang telur
1,11704,Semur kentang telur
1,11704,Semur kentang telur
1,11704,Semur kentang telur
1,13410,Telur rebus  menit
1,13410,Telur rebus  menit
1,13410,Telur rebus  menit
1,14621,Opor ayam tahu bumbu kuning
1,14887,Telur tahu balado simpel
1,15025,Tahu goreng cabe garam
2,347,Ayam Pallu Mara Kuah Asam
2,932,Dendeng ayam praktis
2,3804,Orek tahu tempe 
2,3804,Orek tahu tempe 
2,3804,Orek tahu tempe 
2,3804,Orek tahu tempe 
2,4263,Kari SapiAyamDadar Cane keto
2,7362,Martabak telor mini
2,10209,Tumis kacang panjang udang No Msg
2,10209,Tumis kacang panjang udang No Msg
2,10209,Tumis kacang panjang udang No Msg
2,10686,Batagor udang no MSG
2,13441,Kalio TaluaTelur  Tempe prrecookmasakanawalanT
2,13441,Kalio TaluaTelur  Tempe prrecookmasakanawalanT
2,13441,Kalio TaluaTelur  Tempe prrecookmasakanawalanT
2,13441,Kalio TaluaTelur  Tempe prrecookmasakanawalanT
2,14353,Oseng Buncis TempeTahu
2,14353,Oseng Buncis TempeTahu
2,14353,Oseng Buncis TempeTahu
2,14353,Oseng Buncis TempeTahu
2,14353,Oseng Buncis TempeTahu
2,1451,Ayam ungkep goreng sedap lengkuas  aroma kayu manis
2,1451,Ayam ungkep goreng sedap lengkuas  aroma kayu manis
2,1451,Ayam ungkep goreng sedap lengkuas  aroma kayu manis
2,1451,Ayam ungkep goreng sedap lengkuas  aroma kayu manis
2,1451,Ayam ungkep goreng sedap lengkuas  aroma kayu manis
2,2784,Tempe Geprek sambel kemangi
2,2784,Tempe Geprek sambel kemangi
2,2784,Tempe Geprek sambel kemangi
2,2784,Tempe Geprek sambel kemangi
2,4368,Garang asam iga sapi
2,4368,Garang asam iga sapi
2,4368,Garang asam iga sapi
2,5175,Sop kembang tahu iga sapi
2,5175,Sop kembang tahu iga sapi
2,5175,Sop kembang tahu iga sapi
2,5175,Sop kembang tahu iga sapi
2,6761,Sop Kambing Presto
2,6761,Sop Kambing Presto
2,6761,Sop Kambing Presto
2,6761,Sop Kambing Presto
2,8242,Pesmol Makarel
2,9271,Tumis Ikan Tongkol Panggang Masakan Aceh
2,12641,Salmon telur nasi merah sushi alaala homemadebylita
2,12641,Salmon telur nasi merah sushi alaala homemadebylita
2,2579,Sambal Tempe Kacang Panjang Sambal Trancam
2,2579,Sambal Tempe Kacang Panjang Sambal Trancam
2,2579,Sambal Tempe Kacang Panjang Sambal Trancam
2,4075,Baked macaroni beef and cheese
2,4075,Baked macaroni beef and cheese
2,4075,Baked macaroni beef and cheese
2,4075,Baked macaroni beef and cheese
2,7044,Pizza kambing ala levi
2,7044,Pizza kambing ala levi
2,7044,Pizza kambing ala levi
2,7586,Sate Goreng
2,7586,Sate Goreng
2,7586,Sate Goreng
2,7632,Tongseng qurban
2,7632,Tongseng qurban
2,13905,Oseng tahu dan sayuran
2,13905,Oseng tahu dan sayuran
2,13905,Oseng tahu dan sayuran
2,13905,Oseng tahu dan sayuran
2,13905,Oseng tahu dan sayuran
2,15471,Penyetan ayam tempe dan tahu
2,15471,Penyetan ayam tempe dan tahu
2,15471,Penyetan ayam tempe dan tahu
2,15471,Penyetan ayam tempe dan tahu
2,15471,Penyetan ayam tempe dan tahu
2,4743,Gulai daging sapi
2,6160,Sate kambing bumbu kecap  kita berbagi
2,6160,Sate kambing bumbu kecap  kita berbagi
2,6160,Sate kambing bumbu kecap  kita berbagi
2,6160,Sate kambing bumbu kecap  kita berbagi
2,6260,Sate kambing teflon bumbu kecap kitaberbagi
2,6260,Sate kambing teflon bumbu kecap kitaberbagi
2,6260,Sate kambing teflon bumbu kecap kitaberbagi
2,12936,Telor ceplok bumbu kecap
2,12936,Telor ceplok bumbu kecap
2,12936,Telor ceplok bumbu kecap
2,12936,Telor ceplok bumbu kecap
2,12936,Telor ceplok bumbu kecap
2,14151,Kerang tahu pedas
2,14151,Kerang tahu pedas
2,14151,Kerang tahu pedas
2,14529,Nasi kuning lengkap semur tahu bihun goreng teri kacang kentang 
2,14529,Nasi kuning lengkap semur tahu bihun goreng teri kacang kentang 
2,14529,Nasi kuning lengkap semur tahu bihun goreng teri kacang kentang 
2,668,Ayam Geprek Sambal Korek
2,668,Ayam Geprek Sambal Korek
2,668,Ayam Geprek Sambal Korek
2,1415,Capcay ayam bakso
2,1415,Capcay ayam bakso
2,1415,Capcay ayam bakso
2,2223,Tempe saus mentega with bakso
2,2223,Tempe saus mentega with bakso
2,2223,Tempe saus mentega with bakso
2,2223,Tempe saus mentega with bakso
2,5021,Beef Teriyaki
2,5021,Beef Teriyaki
2,6047,Kambing ungkep
2,6047,Kambing ungkep
2,6047,Kambing ungkep
2,6047,Kambing ungkep
2,7678,Tongseng quick n simple
2,7678,Tongseng quick n simple
2,7678,Tongseng quick n simple
2,7678,Tongseng quick n simple
2,7678,Tongseng quick n simple
2,970,Ayam goreng super duper simple
2,2840,Nuget TEMPE Sayur sehat no MSG
2,2840,Nuget TEMPE Sayur sehat no MSG
2,3463,Tempe Mendoan Kucai
2,3463,Tempe Mendoan Kucai
2,4741,Nasi Goreng Sapi
2,4741,Nasi Goreng Sapi
2,4883,Tongseng sapi
2,4883,Tongseng sapi
2,4883,Tongseng sapi
2,4883,Tongseng sapi
2,4883,Tongseng sapi
2,5379,Empal daging sapi simple
2,5379,Empal daging sapi simple
2,6878,Tongseng Kambing
2,6878,Tongseng Kambing
2,6878,Tongseng Kambing
2,6878,Tongseng Kambing
2,6878,Tongseng Kambing
2,7080,Sate Kambing
2,7080,Sate Kambing
2,7080,Sate Kambing
2,10705,Tim Tahu Udang
2,10705,Tim Tahu Udang
2,10705,Tim Tahu Udang
2,14241,Cager tahu pete non MSG
2,14241,Cager tahu pete non MSG
2,14241,Cager tahu pete non MSG
2,740,Chicken Bitterbalen
2,1487,Tahu kukus ayam saos tiram
2,1487,Tahu kukus ayam saos tiram
2,1487,Tahu kukus ayam saos tiram
2,1487,Tahu kukus ayam saos tiram
2,1487,Tahu kukus ayam saos tiram
2,2792,Oseng kikil tempe
2,2792,Oseng kikil tempe
2,2792,Oseng kikil tempe
2,2792,Oseng kikil tempe
2,5311,Rendang Sapi
2,5311,Rendang Sapi
2,5311,Rendang Sapi
2,5311,Rendang Sapi
2,5311,Rendang Sapi
2,6243,Kitaberbagi kenikmatan bersamaKambing semur spesial pedass
2,6243,Kitaberbagi kenikmatan bersamaKambing semur spesial pedass
2,6243,Kitaberbagi kenikmatan bersamaKambing semur spesial pedass
2,6243,Kitaberbagi kenikmatan bersamaKambing semur spesial pedass
2,12244,Telur bumbu merah
2,12477,Telor dadar spesial
2,12477,Telor dadar spesial
2,12477,Telor dadar spesial
2,12477,Telor dadar spesial
2,13521,Dadar telor cah toge
2,13521,Dadar telor cah toge
2,841,Sambel ayam suwir
2,841,Sambel ayam suwir
2,841,Sambel ayam suwir
2,841,Sambel ayam suwir
2,956,Ayam kalasan
2,1926,Nugget Tempe Simple
2,1926,Nugget Tempe Simple
2,1926,Nugget Tempe Simple
2,3624,Telur tempe balado
2,3624,Telur tempe balado
2,3624,Telur tempe balado
2,3624,Telur tempe balado
2,3624,Telur tempe balado
2,3717,Ayam tempe penyet
2,5231,Bistik Sapi
2,5231,Bistik Sapi
2,5231,Bistik Sapi
2,9189,Pindang tongkol pedas Jontor
2,9189,Pindang tongkol pedas Jontor
2,9189,Pindang tongkol pedas Jontor
2,9189,Pindang tongkol pedas Jontor
2,9189,Pindang tongkol pedas Jontor
2,9242,Pesmol ikan nila
2,9694,Udang saus asam manis
2,9694,Udang saus asam manis
2,9694,Udang saus asam manis
2,9694,Udang saus asam manis
2,12571,Tahu Telor Sayur
2,12571,Tahu Telor Sayur
2,12571,Tahu Telor Sayur
2,13981,Telur puyuh tahu balado
2,13981,Telur puyuh tahu balado
2,13981,Telur puyuh tahu balado
2,758,Ayam tahu kemangi
2,758,Ayam tahu kemangi
2,1279,Semur ayam sederhana
2,1279,Semur ayam sederhana
2,4252,Nasi jamur daging sapi HK niu rou fan
2,4252,Nasi jamur daging sapi HK niu rou fan
2,4252,Nasi jamur daging sapi HK niu rou fan
2,4252,Nasi jamur daging sapi HK niu rou fan
2,4252,Nasi jamur daging sapi HK niu rou fan
2,8305,Oseng iwak klotok
2,8305,Oseng iwak klotok
2,8305,Oseng iwak klotok
2,11831,Jamur goreng telur
2,12235,Nasi Goreng Telur Blue Band
2,12235,Nasi Goreng Telur Blue Band
2,12235,Nasi Goreng Telur Blue Band
2,12235,Nasi Goreng Telur Blue Band
2,12768,Sawi putih kocok telur
2,12768,Sawi putih kocok telur
2,12768,Sawi putih kocok telur
2,12768,Sawi putih kocok telur
2,12768,Sawi putih kocok telur
2,15505,Sop daun katuk tahu goreng
2,15505,Sop daun katuk tahu goreng
2,15505,Sop daun katuk tahu goreng
2,15505,Sop daun katuk tahu goreng
2,15505,Sop daun katuk tahu goreng
2,2383,Oseng Tempe Buncis Pedas Manis
2,2913,Sambel Tempe kemangi
2,2913,Sambel Tempe kemangi
2,2913,Sambel Tempe kemangi
2,4592,Sapi lada hitam ca sayuran
2,4592,Sapi lada hitam ca sayuran
2,4592,Sapi lada hitam ca sayuran
2,4592,Sapi lada hitam ca sayuran
2,4592,Sapi lada hitam ca sayuran
2,6205,Tongseng Kambing KitaBerbagi
2,6205,Tongseng Kambing KitaBerbagi
2,6205,Tongseng Kambing KitaBerbagi
2,6205,Tongseng Kambing KitaBerbagi
2,6205,Tongseng Kambing KitaBerbagi
2,7251,NASI GORENG KAMBING BUMBU ULEKAN
2,7251,NASI GORENG KAMBING BUMBU ULEKAN
2,7251,NASI GORENG KAMBING BUMBU ULEKAN
2,7251,NASI GORENG KAMBING BUMBU ULEKAN
2,11173,Bakwan udang
2,11173,Bakwan udang
2,13906,Oseng tahu simbah sosis cambah
2,13906,Oseng tahu simbah sosis cambah
3,2679,Tempe melet yang lagi hitss
3,2679,Tempe melet yang lagi hitss
3,2679,Tempe melet yang lagi hitss
3,2979,Orek tempe basah
3,3559,Tempe Orek Basah
3,3559,Tempe Orek Basah
3,3559,Tempe Orek Basah
3,3559,Tempe Orek Basah
3,3559,Tempe Orek Basah
3,5485,Rendang Sapi
3,5485,Rendang Sapi
3,7671,Kare kacang hijau
3,7671,Kare kacang hijau
3,7671,Kare kacang hijau
3,7671,Kare kacang hijau
3,7671,Kare kacang hijau
3,8882,Otak otak ikan tengiri goreng
3,8882,Otak otak ikan tengiri goreng
3,8882,Otak otak ikan tengiri goreng
3,10889,Tauco udang khas anak Medan
3,10889,Tauco udang khas anak Medan
3,10889,Tauco udang khas anak Medan
3,10889,Tauco udang khas anak Medan
3,10889,Tauco udang khas anak Medan
3,12102,Telur Dadar Bumbu Pedas Sederhana
3,12102,Telur Dadar Bumbu Pedas Sederhana
3,12102,Telur Dadar Bumbu Pedas Sederhana
3,12102,Telur Dadar Bumbu Pedas Sederhana
3,14618,Opor ayam tahu presto
3,14618,Opor ayam tahu presto
3,14618,Opor ayam tahu presto
3,14618,Opor ayam tahu presto
3,14618,Opor ayam tahu presto
3,15215,Tahu kentang sayur maknyuss
3,15215,Tahu kentang sayur maknyuss
3,15215,Tahu kentang sayur maknyuss
3,15215,Tahu kentang sayur maknyuss
3,15215,Tahu kentang sayur maknyuss
3,15441,Sayur Tahu
3,15441,Sayur Tahu
3,15441,Sayur Tahu
3,309,Honey Butter Chicken
3,309,Honey Butter Chicken
3,309,Honey Butter Chicken
3,309,Honey Butter Chicken
3,2454,Tumis tempe buncis
3,6928,Tongseng kambing simple
3,6928,Tongseng kambing simple
3,6928,Tongseng kambing simple
3,6953,Sop kambing
3,6953,Sop kambing
3,8962,Gurame saus padang daun jeruk
3,8962,Gurame saus padang daun jeruk
3,8962,Gurame saus padang daun jeruk
3,8962,Gurame saus padang daun jeruk
3,8962,Gurame saus padang daun jeruk
3,9704,Oseng Udang Pedas 
3,9704,Oseng Udang Pedas 
3,12698,Tahu telor
3,12698,Tahu telor
3,14020,Bolabola Tahu
3,14020,Bolabola Tahu
3,14020,Bolabola Tahu
3,15124,Tahu Telor Asin
3,15585,Pepes tahu kemangi
3,3997,Sop bening daging sapi
3,4569,Gulai daging sapi simpel praktis
3,4569,Gulai daging sapi simpel praktis
3,5980,Daging Kambing Lada Hitam
3,5980,Daging Kambing Lada Hitam
3,6924,Sate Kambing Kuah Kacang
3,6924,Sate Kambing Kuah Kacang
3,6924,Sate Kambing Kuah Kacang
3,6924,Sate Kambing Kuah Kacang
3,6924,Sate Kambing Kuah Kacang
3,7411,Nasi Kebuli INSTANT 
3,7411,Nasi Kebuli INSTANT 
3,7411,Nasi Kebuli INSTANT 
3,7411,Nasi Kebuli INSTANT 
3,7411,Nasi Kebuli INSTANT 
3,8710,Ikan Tongkol Suir
3,8710,Ikan Tongkol Suir
3,8710,Ikan Tongkol Suir
3,9338,Sup Kepala Ikan Kakap
3,9338,Sup Kepala Ikan Kakap
3,9338,Sup Kepala Ikan Kakap
3,9338,Sup Kepala Ikan Kakap
3,9338,Sup Kepala Ikan Kakap
3,11601,Udang dan tempe penyet sambel terasi
3,11601,Udang dan tempe penyet sambel terasi
3,11601,Udang dan tempe penyet sambel terasi
3,13298,Orak arik telurwortel dan buncis
3,13298,Orak arik telurwortel dan buncis
3,13298,Orak arik telurwortel dan buncis
3,13455,Fatty Egg  Cheese
3,188,Soto Ayam kuah bening
3,188,Soto Ayam kuah bening
3,2938,Tempe isi cabe bawang goreng tepung
3,3123,Tempe goreng maknyus dan simple
3,3123,Tempe goreng maknyus dan simple
3,3842,Kikil campur tahu tempe wortel
3,3842,Kikil campur tahu tempe wortel
3,3842,Kikil campur tahu tempe wortel
3,3842,Kikil campur tahu tempe wortel
3,3842,Kikil campur tahu tempe wortel
3,3869,Sambal Krecek Tempe
3,3869,Sambal Krecek Tempe
3,3869,Sambal Krecek Tempe
3,3869,Sambal Krecek Tempe
3,3869,Sambal Krecek Tempe
3,4974,Cheeg beef mie mie ala kafe kekiniancheese beef mie
3,4974,Cheeg beef mie mie ala kafe kekiniancheese beef mie
3,4974,Cheeg beef mie mie ala kafe kekiniancheese beef mie
3,4974,Cheeg beef mie mie ala kafe kekiniancheese beef mie
3,4974,Cheeg beef mie mie ala kafe kekiniancheese beef mie
3,6387,Nasi goreng kambing  acar timun nanas wortel
3,6387,Nasi goreng kambing  acar timun nanas wortel
3,6387,Nasi goreng kambing  acar timun nanas wortel
3,6387,Nasi goreng kambing  acar timun nanas wortel
3,7073,Gulai Kambing Praktis
3,7073,Gulai Kambing Praktis
3,7073,Gulai Kambing Praktis
3,7073,Gulai Kambing Praktis
3,7073,Gulai Kambing Praktis
3,11228,Siomay ayam  udang
3,11228,Siomay ayam  udang
3,11228,Siomay ayam  udang
3,11228,Siomay ayam  udang
3,11614,Capcay Udang
3,11614,Capcay Udang
3,13818,Tahu telur puyuh bumbu merah
3,13818,Tahu telur puyuh bumbu merah
3,13818,Tahu telur puyuh bumbu merah
3,13818,Tahu telur puyuh bumbu merah
3,13818,Tahu telur puyuh bumbu merah
3,15153,Tahu Keriting Isian Sosis
3,15153,Tahu Keriting Isian Sosis
3,15153,Tahu Keriting Isian Sosis
3,15534,Sayur tempe tahu santan kuning
3,15534,Sayur tempe tahu santan kuning
3,15534,Sayur tempe tahu santan kuning
3,120,Ayam suir kecap
3,120,Ayam suir kecap
3,120,Ayam suir kecap
3,120,Ayam suir kecap
3,120,Ayam suir kecap
3,1548,Ayam saus pedas
3,1548,Ayam saus pedas
3,1548,Ayam saus pedas
3,2946,Tempe Mendoan Spicy
3,2946,Tempe Mendoan Spicy
3,3416,Tempe Kere 
3,3416,Tempe Kere 
3,3416,Tempe Kere 
3,3416,Tempe Kere 
3,4690,Risolles isi smoke beef
3,4690,Risolles isi smoke beef
3,4690,Risolles isi smoke beef
3,7026,Tahu bakso daging kambing
3,7026,Tahu bakso daging kambing
3,7026,Tahu bakso daging kambing
3,7026,Tahu bakso daging kambing
3,7587,Nasi Briyani Cinta
3,7587,Nasi Briyani Cinta
3,7968,Gule lele plus
3,14087,Tahu Isi Sayur
3,14087,Tahu Isi Sayur
3,228,Opor ayam pedas
3,228,Opor ayam pedas
3,228,Opor ayam pedas
3,228,Opor ayam pedas
3,1196,Ayam tahu balado
3,1196,Ayam tahu balado
3,1196,Ayam tahu balado
3,2214,Tempe Tahu Bacem
3,2244,Bacem TahuTempe Tanpa Kecap aka Bacem ndeso
3,2244,Bacem TahuTempe Tanpa Kecap aka Bacem ndeso
3,2244,Bacem TahuTempe Tanpa Kecap aka Bacem ndeso
3,2244,Bacem TahuTempe Tanpa Kecap aka Bacem ndeso
3,2462,Semur Tahu Tempe Telur Puyuh
3,3063,Terong Tempe Crispy
3,3144,Tempe Bacem
3,3144,Tempe Bacem
3,3144,Tempe Bacem
3,3144,Tempe Bacem
3,5414,Daging sapi rendang
3,5414,Daging sapi rendang
3,5414,Daging sapi rendang
3,5414,Daging sapi rendang
3,5414,Daging sapi rendang
3,5441,Sop tulang sapi
3,5441,Sop tulang sapi
3,5441,Sop tulang sapi
3,5441,Sop tulang sapi
3,5441,Sop tulang sapi
3,8609,Tumis asin gabus
3,8609,Tumis asin gabus
3,8609,Tumis asin gabus
3,8609,Tumis asin gabus
3,9320,Ikan nila sambal dabudabu
3,9320,Ikan nila sambal dabudabu
3,9320,Ikan nila sambal dabudabu
3,14676,Sayur touge  tahu matang
3,14676,Sayur touge  tahu matang
